"","X","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"8421",8421,"A3N7MZOSXM4JHR",4,"1","49","""short""","""2-3""","""49""","""left""","""simple""","""wugnum"""
"8422",8422,"A3N7MZOSXM4JHR",5,"52","3","""long""","""1-5""","""3""","""left""","""simple""","""tiburalex"""
"8423",8423,"A3N7MZOSXM4JHR",6,"33","50","""long""","""3-5""","""50""","""right""","""simple""","""tupabugorn"""
"8424",8424,"A3N7MZOSXM4JHR",7,"17","15","""short""","""1-2""","""17""","""left""","""complex""","""gronan"""
"8425",8425,"A3N83HEY2OB1NA",0,"25","1","""short""","""3-5""","""25""","""left""","""complex""","""torun"""
"8426",8426,"A3N83HEY2OB1NA",1,"60","50","""long""","""3-3""","""60""","""left""","""complex""","""tiburalex"""
"8427",8427,"A3N83HEY2OB1NA",2,"33","18","""long""","""4-5""","""33""","""right""","""complex""","""gaburatum"""
"8428",8428,"A3N83HEY2OB1NA",3,"31","45","""short""","""4-4""","""31""","""left""","""complex""","""gronan"""
"8429",8429,"A3N83HEY2OB1NA",4,"5","29","""long""","""1-2""","""5""","""left""","""complex""","""tupabugorn"""
"8430",8430,"A3N83HEY2OB1NA",5,"26","2","""long""","""2-4""","""2""","""right""","""simple""","""pakuwugnum"""
"8431",8431,"A3N83HEY2OB1NA",6,"16","46","""short""","""1-3""","""46""","""right""","""simple""","""vatrus"""
"8432",8432,"A3N83HEY2OB1NA",7,"35","10","""short""","""2-5""","""35""","""left""","""complex""","""lopus"""
"8433",8433,"A3N8JP3QR3VPE8",0,"12","22","""long""","""2-3""","""12""","""right""","""complex""","""tupabugorn"""
"8434",8434,"A3N8JP3QR3VPE8",1,"43","51","""short""","""4-5""","""43""","""right""","""complex""","""wugnum"""
"8435",8435,"A3N8JP3QR3VPE8",2,"53","3","""short""","""1-5""","""53""","""left""","""complex""","""torun"""
"8436",8436,"A3N8JP3QR3VPE8",3,"30","56","""long""","""3-4""","""30""","""left""","""complex""","""fepolopus"""
"8437",8437,"A3N8JP3QR3VPE8",4,"21","1","""long""","""3-5""","""21""","""left""","""complex""","""kibagronan"""
"8438",8438,"A3N8JP3QR3VPE8",5,"5","37","""short""","""2-2""","""5""","""right""","""complex""","""vatrus"""
"8439",8439,"A3N8JP3QR3VPE8",6,"48","16","""short""","""3-3""","""48""","""right""","""complex""","""ralex"""
"8440",8440,"A3N8JP3QR3VPE8",7,"25","6","""long""","""2-5""","""25""","""left""","""complex""","""gaburatum"""
"8441",8441,"A3N8PJVEPGSVAD",0,"31","50","""long""","""3-4""","""50""","""right""","""simple""","""binivatrus"""
"8442",8442,"A3N8PJVEPGSVAD",1,"6","3","""long""","""1-2""","""3""","""right""","""simple""","""tiburalex"""
"8443",8443,"A3N8PJVEPGSVAD",2,"25","13","""long""","""1-5""","""25""","""left""","""complex""","""pakuwugnum"""
"8444",8444,"A3N8PJVEPGSVAD",3,"7","46","""short""","""1-3""","""46""","""left""","""simple""","""torun"""
"8445",8445,"A3N8PJVEPGSVAD",4,"19","59","""short""","""1-1""","""59""","""left""","""simple""","""lopus"""
"8446",8446,"A3N8PJVEPGSVAD",5,"58","57","""short""","""1-4""","""58""","""right""","""complex""","""bugorn"""
"8447",8447,"A3N8PJVEPGSVAD",6,"27","45","""long""","""4-5""","""27""","""left""","""complex""","""kibagronan"""
"8448",8448,"A3N8PJVEPGSVAD",7,"43","5","""short""","""2-5""","""43""","""right""","""complex""","""ratum"""
"8449",8449,"A3N95LUJAWJ10K",0,"53","8","""short""","""3-5""","""53""","""left""","""complex""","""ratum"""
"8450",8450,"A3N95LUJAWJ10K",1,"60","48","""short""","""3-3""","""48""","""left""","""simple""","""bugorn"""
"8451",8451,"A3N95LUJAWJ10K",2,"50","46","""long""","""1-3""","""50""","""right""","""complex""","""kibagronan"""
"8452",8452,"A3N95LUJAWJ10K",3,"42","58","""long""","""4-4""","""42""","""left""","""complex""","""mipatorun"""
"8453",8453,"A3N95LUJAWJ10K",4,"36","59","""short""","""1-5""","""36""","""right""","""complex""","""vatrus"""
"8454",8454,"A3N95LUJAWJ10K",5,"25","33","""short""","""5-5""","""25""","""right""","""complex""","""ralex"""
"8455",8455,"A3N95LUJAWJ10K",6,"27","6","""long""","""2-5""","""27""","""right""","""complex""","""fepolopus"""
"8456",8456,"A3N95LUJAWJ10K",7,"30","19","""long""","""1-4""","""19""","""right""","""simple""","""pakuwugnum"""
"8457",8457,"A3NAHN61XJ3ZAT",0,"49","29","""short""","""1-2""","""49""","""left""","""complex""","""wugnum"""
"8458",8458,"A3NAHN61XJ3ZAT",1,"47","51","""short""","""4-4""","""51""","""right""","""simple""","""ratum"""
"8459",8459,"A3NAHN61XJ3ZAT",2,"35","12","""long""","""3-5""","""35""","""right""","""complex""","""tupabugorn"""
"8460",8460,"A3NAHN61XJ3ZAT",3,"8","48","""long""","""3-3""","""8""","""left""","""complex""","""mipatorun"""
"8461",8461,"A3NAHN61XJ3ZAT",4,"11","4","""long""","""2-4""","""11""","""left""","""complex""","""fepolopus"""
"8462",8462,"A3NAHN61XJ3ZAT",5,"27","26","""short""","""4-5""","""26""","""right""","""simple""","""gronan"""
"8463",8463,"A3NAHN61XJ3ZAT",6,"41","46","""short""","""1-4""","""46""","""right""","""simple""","""ralex"""
"8464",8464,"A3NAHN61XJ3ZAT",7,"25","38","""long""","""5-5""","""38""","""right""","""simple""","""binivatrus"""
"8465",8465,"A3NF9B2NLCLZWT",0,"23","34","""short""","""2-4""","""34""","""right""","""simple""","""gronan"""
"8466",8466,"A3NF9B2NLCLZWT",1,"13","59","""long""","""1-1""","""13""","""right""","""complex""","""gaburatum"""
"8467",8467,"A3NF9B2NLCLZWT",2,"45","24","""long""","""3-4""","""24""","""right""","""simple""","""tiburalex"""
"8468",8468,"A3NF9B2NLCLZWT",3,"55","20","""short""","""1-2""","""20""","""right""","""simple""","""torun"""
"8469",8469,"A3NF9B2NLCLZWT",4,"27","52","""short""","""5-5""","""52""","""left""","""simple""","""vatrus"""
"8470",8470,"A3NF9B2NLCLZWT",5,"35","58","""short""","""4-5""","""58""","""left""","""simple""","""wugnum"""
"8471",8471,"A3NF9B2NLCLZWT",6,"36","19","""long""","""1-5""","""36""","""left""","""complex""","""tupabugorn"""
"8472",8472,"A3NF9B2NLCLZWT",7,"11","26","""long""","""4-4""","""11""","""right""","""complex""","""fepolopus"""
"8473",8473,"A3NJ3NA880N7NM",0,"10","28","""short""","""1-2""","""10""","""right""","""complex""","""vatrus"""
"8474",8474,"A3NJ3NA880N7NM",1,"39","55","""long""","""2-3""","""55""","""right""","""simple""","""mipatorun"""
"8475",8475,"A3NJ3NA880N7NM",2,"52","42","""short""","""4-5""","""52""","""left""","""complex""","""gronan"""
"8476",8476,"A3NJ3NA880N7NM",3,"5","22","""short""","""2-2""","""22""","""left""","""simple""","""bugorn"""
"8477",8477,"A3NJ3NA880N7NM",4,"14","49","""long""","""2-5""","""14""","""right""","""complex""","""fepolopus"""
"8478",8478,"A3NJ3NA880N7NM",5,"38","16","""long""","""3-5""","""38""","""left""","""complex""","""tiburalex"""
"8479",8479,"A3NJ3NA880N7NM",6,"23","31","""short""","""4-4""","""31""","""left""","""simple""","""ratum"""
"8480",8480,"A3NJ3NA880N7NM",7,"19","20","""long""","""1-1""","""20""","""right""","""simple""","""pakuwugnum"""
"8481",8481,"A3NJVFZQ7ROTC7",0,"12","16","""short""","""3-3""","""12""","""left""","""complex""","""gronan"""
"8482",8482,"A3NJVFZQ7ROTC7",1,"24","4","""long""","""2-3""","""4""","""left""","""simple""","""pakuwugnum"""
"8483",8483,"A3NJVFZQ7ROTC7",2,"9","29","""short""","""1-2""","""29""","""right""","""simple""","""vatrus"""
"8484",8484,"A3NJVFZQ7ROTC7",3,"30","20","""long""","""1-4""","""20""","""left""","""simple""","""gaburatum"""
"8485",8485,"A3NJVFZQ7ROTC7",4,"23","11","""long""","""4-4""","""23""","""left""","""complex""","""fepolopus"""
"8486",8486,"A3NJVFZQ7ROTC7",5,"14","10","""long""","""2-5""","""10""","""right""","""simple""","""tiburalex"""
"8487",8487,"A3NJVFZQ7ROTC7",6,"35","47","""short""","""4-5""","""47""","""left""","""simple""","""bugorn"""
"8488",8488,"A3NJVFZQ7ROTC7",7,"28","46","""short""","""1-1""","""28""","""right""","""complex""","""torun"""
"8489",8489,"A3NKA0NIM0TX5C",0,"41","54","""long""","""1-4""","""54""","""right""","""simple""","""fepolopus"""
"8490",8490,"A3NKA0NIM0TX5C",1,"49","17","""long""","""2-2""","""17""","""right""","""simple""","""binivatrus"""
"8491",8491,"A3NKA0NIM0TX5C",2,"6","46","""short""","""1-2""","""46""","""left""","""simple""","""torun"""
"8492",8492,"A3NKA0NIM0TX5C",3,"16","59","""short""","""1-3""","""59""","""right""","""simple""","""ratum"""
"8493",8493,"A3NKA0NIM0TX5C",4,"14","42","""long""","""4-5""","""42""","""left""","""simple""","""kibagronan"""
"8494",8494,"A3NKA0NIM0TX5C",5,"31","34","""short""","""2-4""","""34""","""left""","""simple""","""wugnum"""
"8495",8495,"A3NKA0NIM0TX5C",6,"3","57","""short""","""1-1""","""3""","""left""","""complex""","""ralex"""
"8496",8496,"A3NKA0NIM0TX5C",7,"21","56","""long""","""3-5""","""56""","""left""","""simple""","""tupabugorn"""
"8497",8497,"A3NNEI7KV2AE4N",0,"54","57","""long""","""1-1""","""57""","""right""","""simple""","""mipatorun"""
"8498",8498,"A3NNEI7KV2AE4N",1,"16","28","""long""","""1-3""","""16""","""left""","""complex""","""kibagronan"""
"8499",8499,"A3NNEI7KV2AE4N",2,"23","39","""long""","""3-4""","""23""","""right""","""complex""","""binivatrus"""
"8500",8500,"A3NNEI7KV2AE4N",3,"48","40","""short""","""3-3""","""40""","""right""","""simple""","""bugorn"""
"8501",8501,"A3NNEI7KV2AE4N",4,"42","47","""long""","""4-4""","""47""","""right""","""simple""","""tiburalex"""
"8502",8502,"A3NNEI7KV2AE4N",5,"14","25","""short""","""5-5""","""25""","""left""","""simple""","""wugnum"""
"8503",8503,"A3NNEI7KV2AE4N",6,"49","20","""short""","""1-2""","""20""","""right""","""simple""","""ratum"""
"8504",8504,"A3NNEI7KV2AE4N",7,"35","34","""short""","""2-5""","""34""","""right""","""simple""","""lopus"""
"8505",8505,"A3NQGUINZBH5CG",0,"47","15","""long""","""1-4""","""47""","""right""","""complex""","""mipatorun"""
"8506",8506,"A3NQGUINZBH5CG",1,"14","29","""short""","""1-5""","""29""","""left""","""simple""","""lopus"""
"8507",8507,"A3NQGUINZBH5CG",2,"27","35","""short""","""5-5""","""27""","""left""","""complex""","""bugorn"""
"8508",8508,"A3NQGUINZBH5CG",3,"11","56","""long""","""3-4""","""56""","""right""","""simple""","""kibagronan"""
"8509",8509,"A3NQGUINZBH5CG",4,"1","50","""short""","""3-3""","""1""","""right""","""complex""","""ratum"""
"8510",8510,"A3NQGUINZBH5CG",5,"5","46","""long""","""1-2""","""5""","""left""","""complex""","""pakuwugnum"""
"8511",8511,"A3NQGUINZBH5CG",6,"40","13","""short""","""1-3""","""40""","""right""","""complex""","""ralex"""
"8512",8512,"A3NQGUINZBH5CG",7,"57","59","""long""","""1-1""","""59""","""right""","""simple""","""binivatrus"""
"8513",8513,"A3NSANS6S5HU1D",0,"17","15","""short""","""1-2""","""15""","""left""","""simple""","""wugnum"""
"8514",8514,"A3NSANS6S5HU1D",1,"14","45","""short""","""4-5""","""45""","""right""","""simple""","""ralex"""
"8515",8515,"A3NSANS6S5HU1D",2,"11","13","""short""","""1-4""","""11""","""left""","""complex""","""gronan"""
"8516",8516,"A3NSANS6S5HU1D",3,"4","55","""long""","""2-2""","""4""","""left""","""complex""","""gaburatum"""
"8517",8517,"A3NSANS6S5HU1D",4,"41","24","""long""","""3-4""","""41""","""right""","""complex""","""fepolopus"""
"8518",8518,"A3NSANS6S5HU1D",5,"16","50","""long""","""3-3""","""50""","""right""","""simple""","""mipatorun"""
"8519",8519,"A3NSANS6S5HU1D",6,"48","19","""long""","""1-3""","""48""","""left""","""complex""","""tupabugorn"""
"8520",8520,"A3NSANS6S5HU1D",7,"29","54","""short""","""1-1""","""29""","""left""","""complex""","""vatrus"""
"8521",8521,"A3NYQG42RFSGE5",0,"33","11","""short""","""4-5""","""33""","""right""","""complex""","""ralex"""
"8522",8522,"A3NYQG42RFSGE5",1,"50","7","""long""","""3-3""","""7""","""right""","""simple""","""gaburatum"""
"8523",8523,"A3NYQG42RFSGE5",2,"51","39","""short""","""3-4""","""51""","""left""","""complex""","""gronan"""
"8524",8524,"A3NYQG42RFSGE5",3,"27","36","""long""","""5-5""","""27""","""right""","""complex""","""tupabugorn"""
"8525",8525,"A3NYQG42RFSGE5",4,"43","29","""long""","""1-5""","""43""","""left""","""complex""","""pakuwugnum"""
"8526",8526,"A3NYQG42RFSGE5",5,"23","18","""short""","""4-4""","""23""","""right""","""complex""","""torun"""
"8527",8527,"A3NYQG42RFSGE5",6,"28","44","""short""","""1-1""","""28""","""left""","""complex""","""lopus"""
"8528",8528,"A3NYQG42RFSGE5",7,"14","12","""long""","""3-5""","""12""","""right""","""simple""","""binivatrus"""
"8529",8529,"A3O0O958QMJAIY",0,"35","13","""short""","""1-5""","""35""","""left""","""complex""","""bugorn"""
"8530",8530,"A3O0O958QMJAIY",1,"27","53","""long""","""5-5""","""53""","""left""","""simple""","""gaburatum"""
"8531",8531,"A3O0O958QMJAIY",2,"23","18","""long""","""4-4""","""18""","""right""","""simple""","""pakuwugnum"""
"8532",8532,"A3O0O958QMJAIY",3,"7","29","""long""","""1-3""","""7""","""right""","""complex""","""kibagronan"""
"8533",8533,"A3O0O958QMJAIY",4,"36","16","""short""","""3-5""","""16""","""right""","""simple""","""ralex"""
"8534",8534,"A3O0O958QMJAIY",5,"26","39","""short""","""3-4""","""39""","""left""","""simple""","""torun"""
"8535",8535,"A3O0O958QMJAIY",6,"34","46","""short""","""1-2""","""34""","""right""","""complex""","""lopus"""
"8536",8536,"A3O0O958QMJAIY",7,"12","49","""long""","""2-3""","""12""","""left""","""complex""","""binivatrus"""
"8537",8537,"A3O10CFLCP9ZFJ",0,"35","15","""long""","""1-5""","""35""","""right""","""complex""","""gaburatum"""
"8538",8538,"A3O10CFLCP9ZFJ",1,"56","50","""short""","""3-3""","""56""","""left""","""complex""","""gronan"""
"8539",8539,"A3O10CFLCP9ZFJ",2,"8","57","""short""","""1-3""","""8""","""right""","""complex""","""ralex"""
"8540",8540,"A3O10CFLCP9ZFJ",3,"47","29","""long""","""1-4""","""47""","""left""","""complex""","""pakuwugnum"""
"8541",8541,"A3O10CFLCP9ZFJ",4,"41","26","""short""","""4-4""","""41""","""right""","""complex""","""torun"""
"8542",8542,"A3O10CFLCP9ZFJ",5,"28","13","""long""","""1-1""","""28""","""right""","""complex""","""tupabugorn"""
"8543",8543,"A3O10CFLCP9ZFJ",6,"32","51","""short""","""4-5""","""32""","""left""","""complex""","""lopus"""
"8544",8544,"A3O10CFLCP9ZFJ",7,"5","59","""long""","""1-2""","""59""","""left""","""simple""","""binivatrus"""
"8545",8545,"A3O2JRE9BIYPI1",0,"34","13","""short""","""1-2""","""34""","""left""","""complex""","""wugnum"""
"8546",8546,"A3O2JRE9BIYPI1",1,"29","57","""long""","""1-1""","""57""","""right""","""simple""","""fepolopus"""
"8547",8547,"A3O2JRE9BIYPI1",2,"30","15","""short""","""1-4""","""30""","""right""","""complex""","""ratum"""
"8548",8548,"A3O2JRE9BIYPI1",3,"47","37","""long""","""2-4""","""37""","""right""","""simple""","""tiburalex"""
"8549",8549,"A3O2JRE9BIYPI1",4,"43","53","""long""","""5-5""","""53""","""right""","""simple""","""kibagronan"""
"8550",8550,"A3O2JRE9BIYPI1",5,"14","48","""long""","""3-5""","""14""","""left""","""complex""","""tupabugorn"""
"8551",8551,"A3O2JRE9BIYPI1",6,"12","3","""short""","""1-3""","""12""","""right""","""complex""","""torun"""
"8552",8552,"A3O2JRE9BIYPI1",7,"32","44","""short""","""1-5""","""32""","""left""","""complex""","""vatrus"""
"8553",8553,"A3OCVVOUP3BPYT",0,"35","55","""short""","""2-5""","""55""","""right""","""simple""","""vatrus"""
"8554",8554,"A3OCVVOUP3BPYT",1,"40","50","""long""","""3-3""","""50""","""right""","""simple""","""tupabugorn"""
"8555",8555,"A3OCVVOUP3BPYT",2,"24","6","""short""","""2-3""","""6""","""left""","""simple""","""ralex"""
"8556",8556,"A3OCVVOUP3BPYT",3,"11","4","""short""","""2-4""","""4""","""left""","""simple""","""gronan"""
"8557",8557,"A3OCVVOUP3BPYT",4,"36","54","""long""","""1-5""","""54""","""right""","""simple""","""fepolopus"""
"8558",8558,"A3OCVVOUP3BPYT",5,"19","57","""long""","""1-1""","""57""","""left""","""simple""","""gaburatum"""
"8559",8559,"A3OCVVOUP3BPYT",6,"41","26","""short""","""4-4""","""41""","""left""","""complex""","""wugnum"""
"8560",8560,"A3OCVVOUP3BPYT",7,"60","59","""long""","""1-3""","""60""","""left""","""complex""","""mipatorun"""
"8561",8561,"A3OHY7FMLF1DLA",0,"22","59","""short""","""1-2""","""59""","""left""","""simple""","""lopus"""
"8562",8562,"A3OHY7FMLF1DLA",1,"33","38","""long""","""5-5""","""33""","""right""","""complex""","""tupabugorn"""
"8563",8563,"A3OHY7FMLF1DLA",2,"27","18","""short""","""4-5""","""18""","""right""","""simple""","""ratum"""
"8564",8564,"A3OHY7FMLF1DLA",3,"16","29","""short""","""1-3""","""16""","""left""","""complex""","""vatrus"""
"8565",8565,"A3OHY7FMLF1DLA",4,"19","3","""long""","""1-1""","""3""","""left""","""simple""","""mipatorun"""
"8566",8566,"A3OHY7FMLF1DLA",5,"50","17","""short""","""2-3""","""17""","""left""","""simple""","""wugnum"""
"8567",8567,"A3OHY7FMLF1DLA",6,"11","20","""long""","""1-4""","""11""","""right""","""complex""","""tiburalex"""
"8568",8568,"A3OHY7FMLF1DLA",7,"14","46","""long""","""1-5""","""14""","""left""","""complex""","""kibagronan"""
"8569",8569,"A3OOW4HWSNIVQ5",0,"34","15","""long""","""1-2""","""34""","""right""","""complex""","""gaburatum"""
"8570",8570,"A3OOW4HWSNIVQ5",1,"36","57","""short""","""1-5""","""57""","""left""","""simple""","""lopus"""
"8571",8571,"A3OOW4HWSNIVQ5",2,"43","24","""short""","""3-5""","""43""","""right""","""complex""","""ralex"""
"8572",8572,"A3OOW4HWSNIVQ5",3,"29","46","""short""","""1-1""","""29""","""right""","""complex""","""vatrus"""
"8573",8573,"A3OOW4HWSNIVQ5",4,"58","18","""long""","""4-4""","""18""","""left""","""simple""","""mipatorun"""
"8574",8574,"A3OOW4HWSNIVQ5",5,"53","23","""long""","""4-5""","""23""","""left""","""simple""","""kibagronan"""
"8575",8575,"A3OOW4HWSNIVQ5",6,"50","55","""long""","""2-3""","""50""","""left""","""complex""","""tupabugorn"""
"8576",8576,"A3OOW4HWSNIVQ5",7,"40","1","""short""","""3-3""","""40""","""left""","""complex""","""wugnum"""
"8577",8577,"A3ORBLI24UT0SA",0,"47","48","""short""","""3-4""","""47""","""right""","""complex""","""ratum"""
"8578",8578,"A3ORBLI24UT0SA",1,"12","7","""short""","""3-3""","""12""","""left""","""complex""","""lopus"""
"8579",8579,"A3ORBLI24UT0SA",2,"35","24","""long""","""3-5""","""35""","""left""","""complex""","""binivatrus"""
"8580",8580,"A3ORBLI24UT0SA",3,"36","10","""short""","""2-5""","""36""","""right""","""complex""","""ralex"""
"8581",8581,"A3ORBLI24UT0SA",4,"25","46","""short""","""1-5""","""25""","""left""","""complex""","""wugnum"""
"8582",8582,"A3ORBLI24UT0SA",5,"44","59","""long""","""1-1""","""59""","""right""","""simple""","""mipatorun"""
"8583",8583,"A3ORBLI24UT0SA",6,"22","17","""long""","""2-2""","""17""","""left""","""simple""","""tupabugorn"""
"8584",8584,"A3ORBLI24UT0SA",7,"39","49","""long""","""2-3""","""39""","""right""","""complex""","""kibagronan"""
"8585",8585,"A3OTXZRTRS50ID",0,"53","54","""short""","""1-5""","""54""","""left""","""simple""","""gronan"""
"8586",8586,"A3OTXZRTRS50ID",1,"13","15","""long""","""1-1""","""13""","""right""","""complex""","""gaburatum"""
"8587",8587,"A3OTXZRTRS50ID",2,"35","55","""long""","""2-5""","""55""","""right""","""simple""","""pakuwugnum"""
"8588",8588,"A3OTXZRTRS50ID",3,"21","11","""short""","""4-5""","""21""","""left""","""complex""","""ralex"""
"8589",8589,"A3OTXZRTRS50ID",4,"39","17","""long""","""2-3""","""17""","""right""","""simple""","""tupabugorn"""
"8590",8590,"A3OTXZRTRS50ID",5,"31","56","""short""","""3-4""","""31""","""right""","""complex""","""vatrus"""
"8591",8591,"A3OTXZRTRS50ID",6,"1","16","""short""","""3-3""","""16""","""left""","""simple""","""torun"""
"8592",8592,"A3OTXZRTRS50ID",7,"48","44","""long""","""1-3""","""48""","""right""","""complex""","""fepolopus"""
"8593",8593,"A3OW0JI1RE091G",0,"42","55","""long""","""2-4""","""42""","""left""","""complex""","""tupabugorn"""
"8594",8594,"A3OW0JI1RE091G",1,"49","2","""short""","""2-2""","""2""","""left""","""simple""","""ratum"""
"8595",8595,"A3OW0JI1RE091G",2,"39","7","""short""","""3-3""","""39""","""left""","""complex""","""lopus"""
"8596",8596,"A3OW0JI1RE091G",3,"35","21","""short""","""5-5""","""21""","""right""","""simple""","""vatrus"""
"8597",8597,"A3OW0JI1RE091G",4,"23","57","""short""","""1-4""","""57""","""left""","""simple""","""wugnum"""
